text,emotions
"ডিজাইন সেলোয়ার নিতে পারবেন পাইকারিতে
 অনেকেই আগে থেকেই পাইকারি চেয়েছিলেন কিন্তু তখন প্রোডাকশন প্রাইস বেশি হওয়ার কারণে দিতে পারি নি
তবে এখন সেই সমস্যা সমাধান করতে পেরেছি আলহামদুলিল্লাহ
… See more",Optimism
"নায়রা কাট ড্রেস গুলো কিন্তু অনেক বেশিই সুন্দর 
এই তিনটা কালারই কিন্তু আছে এখন তাই পছন্দ হলে ফেলে রাখা যাবে না",Desire
"যাই করি না কেনো সবার কাছেই খারাপ কেনো হয়ে যাই?
সব দোষটা আমার মধ্যেই হয়তো
ফুটা কপাল",Remorse
"৩.৫ হাত বহর হওয়াতে সকলের অনেক বেশি পছন্দের!
আর তার উপর ইনার তো লাগছেই না",Sadness
"নারী উদ্যোক্তা দিবসের শুভেচ্ছা সকল উদ্যোক্তাকে
সেই সাথে আমাকেও
একজন নারী উদ্যোক্তা হিসেবে নিজেকে গর্বিত মনে হয় সবসময়ই",Pride
"সুন্দর না লেইস গুলো?
কার কার চাই?",Optimism
"শীতার্ত মানুষদের জন্য শীতের কাপড়
আপনাদের সবার বাসাতেই তো পুরনো শীতের সোয়েটার আছে তাই না?
ঘরে ফেলে নষ্ট না করে চলুন না সেগুলো এবার কিছু মানুষকে দেই যাদের প্রয়োজন
… See more",Optimism
"""আমার ডিজাইন সেলোয়ারের একদিন হাজার হাজার পিস প্রোডাকশন হবে""
এটাই আমার স্বপ্ন 
কিন্তু সবসময় মনে ভয় একটাই সব স্বপ্ন তো সত্যি হয় না",Sadness
কাস্টমার যখন এতো সুন্দর করে রিভিউ দেয় তখন মনটা খুশি হয়ে যায়,Joy
কারা কারা যেনো কালো  জর্জেট চেয়েছিলেন??,Desire
"এটা যেনো কোন আপুটার ছবি খেয়াল আসছে না আমার
কেউ চিনলে আপুকে মেনশান দিবেন প্লিজ!
আপুর ছবি দিয়ে ফেক একাউন্ট খুলে এসব করছে",Sadness
কনটেস্ট এ অংশ নিয়ে জিতে নিন দারুন গিফট,Optimism
"কনটেস্ট
কনটেস্ট
কনটেস্ট
রুলস 
১। এই পোস্টে আপনার ৩০জন ফ্রেন্ডকে মেনশন করতে হবে।
২। পোস্টটি অবশ্যই আপনার আইডিতে শেয়ার দিতে হবে।(সেটার স্ক্রিনশট রাখবেন)… See more",Optimism
"কয়েকজন আপুর কাপড় আমার কাছে এক মাসেরও বেশি সময় ধরে আছে
বানায় দেওয়াই হচ্ছে না
আমার ডর করতাছে কখন জানি আপুরা আমারে রাস্তায় ধইরা মাইর দেয়
আপুরা আর কয়টা দিন দিয়া দিমু আর এত্তুখানি অপেক্ষা করেন",Desire
